72.8254	19.2036	7.91263341904	610.812927246
72.8344	19.2036	6.84154701233	610.812927246
72.8434	19.2036	13.8902759552	610.812927246
72.8524	19.2036	15.7274456024	610.812927246
72.8614	19.2036	17.0380210876	610.812927246
72.8704	19.2036	24.6367473602	610.812927246
72.8794	19.2036	41.9218139648	610.812927246
72.8884	19.2036	150.970840454	610.812927246
72.8974	19.2036	76.7387542725	610.812927246
72.9064	19.2036	159.017837524	610.812927246
72.9154	19.2036	224.633148193	610.812927246
72.9244	19.2036	135.663711548	610.812927246
72.9334	19.2036	231.301620483	610.812927246
72.9424	19.2036	94.2411575317	610.812927246
72.9514	19.2036	39.5322799683	610.812927246
72.9604	19.2036	22.2073574066	610.812927246
72.9694	19.2036	14.6069068909	610.812927246
72.9784	19.2036	12.8682107925	610.812927246
72.9874	19.2036	5.02036952972	610.812927246
72.9964	19.2036	1.61580133438	610.812927246
73.0054	19.2036	9.17244243622	610.812927246
72.8254	19.1946	3.43385052681	610.812927246
72.8344	19.1946	10.5257616043	610.812927246
72.8434	19.1946	14.8198394775	610.812927246
72.8524	19.1946	19.9945411682	610.812927246
72.8614	19.1946	58.5643043518	610.812927246
72.8704	19.1946	28.0151309967	610.812927246
72.8794	19.1946	80.1704940796	610.812927246
72.8884	19.1946	165.097137451	610.812927246
72.8974	19.1946	177.986938477	610.812927246
72.9064	19.1946	86.9306182861	610.812927246
72.9154	19.1946	114.203277588	610.812927246
72.9244	19.1946	124.264060974	610.812927246
72.9334	19.1946	225.857711792	610.812927246
72.9424	19.1946	55.8610496521	610.812927246
72.9514	19.1946	34.8996238708	610.812927246
72.9604	19.1946	23.8784713745	610.812927246
72.9694	19.1946	22.2963790894	610.812927246
72.9784	19.1946	11.5826177597	610.812927246
72.9874	19.1946	7.21095132828	610.812927246
72.9964	19.1946	4.44967126846	610.812927246
73.0054	19.1946	10.0	610.812927246
72.8254	19.1856	3.32412433624	610.812927246
72.8344	19.1856	1.57811379433	610.812927246
72.8434	19.1856	16.0490951538	610.812927246
72.8524	19.1856	19.0597782135	610.812927246
72.8614	19.1856	40.6747360229	610.812927246
72.8704	19.1856	79.595085144	610.812927246
72.8794	19.1856	102.073310852	610.812927246
72.8884	19.1856	210.676559448	610.812927246
72.8974	19.1856	329.66229248	610.812927246
72.9064	19.1856	249.648040771	610.812927246
72.9154	19.1856	120.527290344	610.812927246
72.9244	19.1856	170.871856689	610.812927246
72.9334	19.1856	240.90246582	610.812927246
72.9424	19.1856	47.7402572632	610.812927246
72.9514	19.1856	19.1200370789	610.812927246
72.9604	19.1856	17.055147171	610.812927246
72.9694	19.1856	19.1732273102	610.812927246
72.9784	19.1856	7.44657754898	610.812927246
72.9874	19.1856	3.67225551605	610.812927246
72.9964	19.1856	6.32662630081	610.812927246
73.0054	19.1856	37.3346481323	610.812927246
72.8254	19.1766	4.37617778778	610.812927246
72.8344	19.1766	5.74231386185	610.812927246
72.8434	19.1766	13.7805509567	610.812927246
72.8524	19.1766	39.7199325562	610.812927246
72.8614	19.1766	31.104675293	610.812927246
72.8704	19.1766	47.7881240845	610.812927246
72.8794	19.1766	62.8038673401	610.812927246
72.8884	19.1766	195.370910645	610.812927246
72.8974	19.1766	309.161102295	610.812927246
72.9064	19.1766	119.827163696	610.812927246
72.9154	19.1766	74.8827667236	610.812927246
72.9244	19.1766	115.666282654	610.812927246
72.9334	19.1766	108.950294495	610.812927246
72.9424	19.1766	34.417011261	610.812927246
72.9514	19.1766	20.0	610.812927246
72.9604	19.1766	11.7084007263	610.812927246
72.9694	19.1766	9.54553127289	610.812927246
72.9784	19.1766	0.49827554822	610.812927246
72.9874	19.1766	0.768512547016	610.812927246
72.9964	19.1766	6.17512369156	610.812927246
73.0054	19.1766	26.0280456543	610.812927246
72.8254	19.1676	0.0	610.812927246
72.8344	19.1676	9.03454589844	610.812927246
72.8434	19.1676	11.8329734802	610.812927246
72.8524	19.1676	20.3210315704	610.812927246
72.8614	19.1676	22.8240776062	610.812927246
72.8704	19.1676	27.2523365021	610.812927246
72.8794	19.1676	85.1906661987	610.812927246
72.8884	19.1676	135.511169434	610.812927246
72.8974	19.1676	152.011779785	610.812927246
72.9064	19.1676	71.8450927734	610.812927246
72.9154	19.1676	52.788028717	610.812927246
72.9244	19.1676	72.536567688	610.812927246
