72.71283	20.0706	11.630906105
72.73083	20.0706	14.0185174942
72.74883	20.0706	20.4315700531
72.76683	20.0706	34.7283363342
72.78483	20.0706	59.6801681519
72.80283	20.0706	72.1700286865
72.82083	20.0706	355.302703857
72.83883	20.0706	146.874938965
72.85683	20.0706	44.5823936462
72.87483	20.0706	75.6066970825
72.89283	20.0706	48.8876686096
72.91083	20.0706	59.6814460754
72.92883	20.0706	77.8726806641
72.94683	20.0706	81.9913482666
72.96483	20.0706	90.0887451172
72.98283	20.0706	97.28074646
73.00083	20.0706	93.7424163818
73.01883	20.0706	82.7350616455
73.03683	20.0706	131.45425415
73.05483	20.0706	282.441467285
73.07283	20.0706	157.308609009
73.09083	20.0706	147.629623413
73.10883	20.0706	196.838195801
73.12683	20.0706	200.61164856
73.14483	20.0706	213.6590271
73.16283	20.0706	321.984954834
73.18083	20.0706	315.972869873
73.19883	20.0706	377.102722168
73.21683	20.0706	331.475097656
73.23483	20.0706	399.047271729
73.25283	20.0706	135.890350342
73.27083	20.0706	213.14616394
73.28883	20.0706	239.18107605
73.30683	20.0706	335.502929688
73.32483	20.0706	259.144470215
73.34283	20.0706	512.111938477
73.36083	20.0706	518.05065918
73.37883	20.0706	431.179840088
73.39683	20.0706	509.536743164
73.41483	20.0706	522.587463379
73.43283	20.0706	500.30255127
73.45083	20.0706	551.224243164
73.46883	20.0706	724.572631836
73.48683	20.0706	744.040283203
73.50483	20.0706	667.068725586
73.52283	20.0706	732.584594727
73.54083	20.0706	728.210571289
73.55883	20.0706	789.565979004
73.57683	20.0706	702.971435547
73.59483	20.0706	667.678771973
73.61283	20.0706	650.21270752
72.71283	20.0526	5.91720533371
72.73083	20.0526	10.7154130936
72.74883	20.0526	35.1036758423
72.76683	20.0526	43.5932388306
72.78483	20.0526	117.740394592
72.80283	20.0526	78.647644043
72.82083	20.0526	248.770111084
72.83883	20.0526	94.2242660522
72.85683	20.0526	60.5691719055
72.87483	20.0526	85.1288223267
72.89283	20.0526	68.65650177
72.91083	20.0526	70.6352310181
72.92883	20.0526	74.4672241211
72.94683	20.0526	99.700920105
72.96483	20.0526	94.767829895
72.98283	20.0526	130.514572144
73.00083	20.0526	112.773506165
73.01883	20.0526	111.997848511
73.03683	20.0526	247.541046143
73.05483	20.0526	363.618652344
73.07283	20.0526	171.503387451
73.09083	20.0526	184.615066528
73.10883	20.0526	181.264923096
73.12683	20.0526	229.710800171
73.14483	20.0526	329.943145752
73.16283	20.0526	381.052062988
73.18083	20.0526	361.109771729
73.19883	20.0526	304.243377686
73.21683	20.0526	199.432434082
73.23483	20.0526	229.422836304
73.25283	20.0526	111.430770874
73.27083	20.0526	106.944572449
73.28883	20.0526	114.334083557
73.30683	20.0526	206.323043823
73.32483	20.0526	257.648864746
73.34283	20.0526	387.176116943
73.36083	20.0526	286.799804688
73.37883	20.0526	481.126220703
73.39683	20.0526	577.72668457
73.41483	20.0526	555.62322998
73.43283	20.0526	455.093505859
73.45083	20.0526	450.843994141
73.46883	20.0526	523.576171875
73.48683	20.0526	864.02923584
73.50483	20.0526	760.957092285
73.52283	20.0526	791.422546387
73.54083	20.0526	802.015258789
73.55883	20.0526	707.906066895
73.57683	20.0526	714.726257324
73.59483	20.0526	654.295654297
73.61283	20.0526	615.03704834
72.71283	20.0346	0.0
72.73083	20.0346	12.3957529068
72.74883	20.0346	21.1772480011
72.76683	20.0346	65.1106185913
72.78483	20.0346	42.4104957581
72.80283	20.0346	158.932250977
72.82083	20.0346	166.686050415
72.83883	20.0346	106.068710327
72.85683	20.0346	70.8960266113
72.87483	20.0346	54.6709327698
72.89283	20.0346	65.0609130859
72.91083	20.0346	79.1885299683
72.92883	20.0346	100.918167114
72.94683	20.0346	150.410476685
72.96483	20.0346	165.186721802
72.98283	20.0346	182.943832397
73.00083	20.0346	114.507011414
73.01883	20.0346	217.70161438
73.03683	20.0346	201.116165161
73.05483	20.0346	187.492599487
73.07283	20.0346	229.236862183
73.09083	20.0346	257.160461426
73.10883	20.0346	216.478561401
73.12683	20.0346	287.183197021
73.14483	20.0346	341.918914795
73.16283	20.0346	359.690887451
73.18083	20.0346	373.92980957
73.19883	20.0346	383.982208252
73.21683	20.0346	356.929626465
73.23483	20.0346	381.808502197
73.25283	20.0346	380.172088623
73.27083	20.0346	392.937805176
73.28883	20.0346	322.206756592
73.30683	20.0346	402.242706299
73.32483	20.0346	270.145050049
73.34283	20.0346	213.880783081
73.36083	20.0346	216.920715332
73.37883	20.0346	522.498474121
73.39683	20.0346	507.667602539
73.41483	20.0346	440.842712402
73.43283	20.0346	502.631378174
73.45083	20.0346	555.830749512
73.46883	20.0346	575.18963623
73.48683	20.0346	738.643676758
73.50483	20.0346	730.501037598
73.52283	20.0346	731.119873047
73.54083	20.0346	707.70324707
73.55883	20.0346	700.166931152
73.57683	20.0346	686.333312988
73.59483	20.0346	683.179748535
73.61283	20.0346	699.471008301
72.71283	20.0166	0.0
72.73083	20.0166	15.0
72.74883	20.0166	23.3560619354
72.76683	20.0166	35.839050293
72.78483	20.0166	30.4513702393
72.80283	20.0166	82.2305755615
72.82083	20.0166	214.057876587
72.83883	20.0166	72.8228530884
72.85683	20.0166	66.7087554932
72.87483	20.0166	83.9904327393
72.89283	20.0166	75.1476516724
72.91083	20.0166	80.6294708252
72.92883	20.0166	105.577796936
72.94683	20.0166	116.341621399
72.96483	20.0166	159.036773682
72.98283	20.0166	256.531280518
73.00083	20.0166	202.133865356
73.01883	20.0166	140.330688477
73.03683	20.0166	131.900604248
73.05483	20.0166	190.584960938
73.07283	20.0166	200.899719238
73.09083	20.0166	372.288452148
73.10883	20.0166	311.364685059
73.12683	20.0166	296.481933594
73.14483	20.0166	357.507171631
73.16283	20.0166	349.43157959
73.18083	20.0166	354.053283691
73.19883	20.0166	346.787384033
73.21683	20.0166	206.965866089
